"","ID","X","CRUISE","TOW_NO","TOW_TYPE_ID","TOW_DATE","YEAR","STRATA_ID","MIDPOINT_LONG","MIDPOINT_LAT","GEAR_TYPE_ID","GEAR_TYPE","DEPTH_M","BOTTOM_TEMP"
"2436","BI2013.3",2372,"BI2013",3,1,"2013-06-17",2013,23,-66.675525,44.03265833,1,"Miracle gear with teeth",-94.08755493,7.9
"2437","BI2013.30",2397,"BI2013",30,5,"2013-06-19",2013,24,-66.685675,43.77306667,1,"Miracle gear with teeth",-92.32912445,7.9
"2438","BI2013.31",2398,"BI2013",31,1,"2013-06-19",2013,24,-66.68784167,43.76555833,1,"Miracle gear with teeth",-95.16520691,7.9
"2439","BI2013.32",2399,"BI2013",32,5,"2013-06-19",2013,24,-66.63281667,43.76500833,1,"Miracle gear with teeth",-91.76654816,7.9
"2440","BI2013.33",2400,"BI2013",33,1,"2013-06-19",2013,24,-66.62518333,43.77395,1,"Miracle gear with teeth",-114.3412476,7.9
"2441","BI2013.34",2401,"BI2013",34,1,"2013-06-19",2013,24,-66.603725,43.7625,1,"Miracle gear with teeth",-93.18503571,8
"2442","BI2013.35",2402,"BI2013",35,5,"2013-06-19",2013,24,-66.60374167,43.75096667,1,"Miracle gear with teeth",-107.9935608,8
"2443","BI2013.36",2403,"BI2013",36,1,"2013-06-19",2013,24,-66.63430833,43.74539167,1,"Miracle gear with teeth",-96.85980225,8
"2444","BI2013.37",2404,"BI2013",37,1,"2013-06-19",2013,24,-66.65769167,43.708325,1,"Miracle gear with teeth",-102.8896713,7.9
"2445","BI2013.38",2405,"BI2013",38,1,"2013-06-19",2013,24,-66.63289167,43.68471667,1,"Miracle gear with teeth",-126.6546478,7.9
"2446","BI2013.39",2406,"BI2013",39,5,"2013-06-19",2013,24,-66.58249167,43.729225,1,"Miracle gear with teeth",-102.6964035,8
"2447","BI2013.4",2373,"BI2013",4,1,"2013-06-17",2013,23,-66.66319167,44.06026667,1,"Miracle gear with teeth",-93.70288849,8
"2448","BI2013.40",2407,"BI2013",40,1,"2013-06-19",2013,24,-66.55184167,43.68154167,1,"Miracle gear with teeth",-92.66976166,8
"2449","BI2013.41",2408,"BI2013",41,1,"2013-06-19",2013,24,-66.51699167,43.70713333,1,"Miracle gear with teeth",-93.42165375,8.1
"2450","BI2013.42",2409,"BI2013",42,5,"2013-06-19",2013,24,-66.560775,43.74199167,1,"Miracle gear with teeth",-98.1782074,8.1
"2451","BI2013.43",2410,"BI2013",43,1,"2013-06-19",2013,24,-66.55850833,43.78045,1,"Miracle gear with teeth",-98.39621735,8.1
"2452","BI2013.44",2411,"BI2013",44,5,"2013-06-19",2013,24,-66.58784167,43.80635833,1,"Miracle gear with teeth",-101.9628448,8.1
"2453","BI2013.45",2412,"BI2013",45,1,"2013-06-19",2013,24,-66.59556667,43.810525,1,"Miracle gear with teeth",-92.37841034,8.1
"2454","BI2013.46",2413,"BI2013",46,1,"2013-06-19",2013,24,-66.60283333,43.81489167,1,"Miracle gear with teeth",-101.2897949,8
"2455","BI2013.47",2414,"BI2013",47,1,"2013-06-19",2013,24,-66.62733333,43.85260833,1,"Miracle gear with teeth",-95.03497314,8.1
"2456","BI2013.48",2415,"BI2013",48,1,"2013-06-19",2013,24,-66.62991667,43.884825,1,"Miracle gear with teeth",-90.57875824,8.1
"2457","BI2013.49",2416,"BI2013",49,5,"2013-06-19",2013,24,-66.59059167,43.9123,1,"Miracle gear with teeth",-76.26542664,8.2
"2458","BI2013.5",2374,"BI2013",5,1,"2013-06-17",2013,23,-66.62130833,44.089725,1,"Miracle gear with teeth",-87.82508087,8
"2459","BI2013.50",2417,"BI2013",50,5,"2013-06-20",2013,24,-66.558525,43.93719167,1,"Miracle gear with teeth",-96.48866272,8.3
"2460","BI2013.51",2418,"BI2013",51,1,"2013-06-20",2013,24,-66.50669167,43.90661667,1,"Miracle gear with teeth",-77.31893158,8.6
"2461","BI2013.52",2419,"BI2013",52,1,"2013-06-20",2013,24,-66.52391667,43.90021667,1,"Miracle gear with teeth",-87.31874847,8.4
"2462","BI2013.53",2420,"BI2013",53,1,"2013-06-20",2013,24,-66.51618333,43.92530833,1,"Miracle gear with teeth",-91.0054245,8.5
"2463","BI2013.54",2421,"BI2013",54,1,"2013-06-20",2013,23,-66.38090833,44.07964167,1,"Miracle gear with teeth",-58.19062424,8.5
"2464","BI2013.55",2422,"BI2013",55,1,"2013-06-20",2013,23,-66.332025,44.077275,1,"Miracle gear with teeth",-50.27579498,9.2
"2465","BI2013.56",2423,"BI2013",56,1,"2013-06-20",2013,23,-66.303625,44.09875833,1,"Miracle gear with teeth",-43.24892044,9.5
"2466","BI2013.57",2424,"BI2013",57,1,"2013-06-20",2013,23,-66.30623333,44.08621667,1,"Miracle gear with teeth",-42.48989487,9.5
"2467","BI2013.58",2425,"BI2013",58,5,"2013-06-20",2013,23,-66.280075,44.1002,1,"Miracle gear with teeth",-34.44948578,10
"2468","BI2013.59",2426,"BI2013",59,1,"2013-06-20",2013,23,-66.27149167,44.04889167,1,"Miracle gear with teeth",-31.18849945,10
"2469","BI2013.6",2375,"BI2013",6,1,"2013-06-17",2013,23,-66.501675,44.20413333,1,"Miracle gear with teeth",-90.26000214,8.3
"2470","BI2013.60",2427,"BI2013",60,5,"2013-06-20",2013,23,-66.283925,44.04708333,1,"Miracle gear with teeth",-29.65645981,9.7
"2471","BI2013.61",2428,"BI2013",61,5,"2013-06-20",2013,23,-66.27101667,44.03263333,1,"Miracle gear with teeth",-28.30479813,9.9
"2472","BI2013.62",2429,"BI2013",62,1,"2013-06-20",2013,23,-66.29916667,44.04550833,1,"Miracle gear with teeth",-32.72718048,9.5
"2473","BI2013.63",2430,"BI2013",63,1,"2013-06-20",2013,23,-66.34960833,44.04963333,1,"Miracle gear with teeth",-56.91054535,8.8
"2474","BI2013.64",2431,"BI2013",64,1,"2013-06-20",2013,22,-66.24845,44.15905833,1,"Miracle gear with teeth",-28.22717667,9.8
"2475","BI2013.65",2432,"BI2013",65,1,"2013-06-21",2013,22,-66.30326667,44.17140833,1,"Miracle gear with teeth",-44.64183426,9.3
"2476","BI2013.66",2433,"BI2013",66,1,"2013-06-21",2013,23,-66.335175,44.14363333,1,"Miracle gear with teeth",-55.99026871,9
"2477","BI2013.69",2434,"BI2013",69,1,"2013-06-21",2013,23,-66.34725,44.15585,1,"Miracle gear with teeth",-58.01858139,9.1
"2478","BI2013.7",2376,"BI2013",7,5,"2013-06-17",2013,23,-66.53898333,44.14951667,1,"Miracle gear with teeth",-86.56839752,8.2
"2479","BI2013.70",2435,"BI2013",70,1,"2013-06-21",2013,23,-66.40289167,44.22125,1,"Miracle gear with teeth",-25.99522591,9.2
"2480","BI2013.71",2436,"BI2013",71,1,"2013-06-21",2013,23,-66.35315,44.18360833,1,"Miracle gear with teeth",-63.68001938,9.2
"2481","BI2013.72",2437,"BI2013",72,1,"2013-06-21",2013,23,-66.401025,44.154625,1,"Miracle gear with teeth",-70.90014648,9.1
"2482","BI2013.75",2438,"BI2013",75,1,"2013-06-21",2013,23,-66.41723333,44.08795833,1,"Miracle gear with teeth",-78.90187836,8.9
"2483","BI2013.76",2439,"BI2013",76,1,"2013-06-21",2013,23,-66.3778,44.10809167,1,"Miracle gear with teeth",-65.19779968,9
"2484","BI2013.77",2440,"BI2013",77,1,"2013-06-21",2013,23,-66.40469167,44.13274167,1,"Miracle gear with teeth",-79.72432709,8.9
"2485","BI2013.78",2441,"BI2013",78,1,"2013-06-21",2013,23,-66.44621667,44.12905833,1,"Miracle gear with teeth",-70.69048309,8.6
"2486","BI2013.79",2442,"BI2013",79,1,"2013-06-21",2013,23,-66.45680833,44.14395,1,"Miracle gear with teeth",-50.89701843,8.7
"2487","BI2013.8",2377,"BI2013",8,1,"2013-06-17",2013,23,-66.667075,44.1763,1,"Miracle gear with teeth",-67.08000183,7.7
"2488","BI2013.80",2443,"BI2013",80,1,"2013-06-21",2013,23,-66.40356667,44.18025,1,"Miracle gear with teeth",-65.67904663,8.9
"2489","BI2013.81",2444,"BI2013",81,1,"2013-06-21",2013,22,-66.35038333,44.2448,1,"Miracle gear with teeth",-27.87350845,9.6
"2490","BI2013.82",2445,"BI2013",82,1,"2013-06-21",2013,22,-66.27575,44.21810833,1,"Miracle gear with teeth",-32.67046738,9.6
"2491","BI2013.83",2446,"BI2013",83,1,"2013-06-22",2013,24,-66.33819167,43.857675,1,"Miracle gear with teeth",-52.61748886,9.5
"2492","BI2013.85",2447,"BI2013",85,5,"2013-06-22",2013,24,-66.33835,43.88349167,1,"Miracle gear with teeth",-51.76992798,9.5
"2493","BI2013.86",2448,"BI2013",86,5,"2013-06-22",2013,24,-66.31369167,43.8847,1,"Miracle gear with teeth",-57.06587219,9.6
"2494","BI2013.87",2449,"BI2013",87,1,"2013-06-22",2013,24,-66.32875,43.91509167,1,"Miracle gear with teeth",-49.56435013,9.7
"2495","BI2013.9",2378,"BI2013",9,5,"2013-06-18",2013,23,-66.738175,44.11985833,1,"Miracle gear with teeth",-80.47000122,7.3
"2496","BI2013.90",2450,"BI2013",90,1,"2013-06-22",2013,24,-66.30801667,43.92570833,1,"Miracle gear with teeth",-37.79885101,9.8
"2497","BI2013.91",2451,"BI2013",91,1,"2013-06-22",2013,24,-66.334125,43.96821667,1,"Miracle gear with teeth",-42.34082794,10
"2498","BI2013.92",2452,"BI2013",92,1,"2013-06-22",2013,24,-66.339825,43.98738333,1,"Miracle gear with teeth",-42.96812058,9.9
"2499","BI2013.93",2453,"BI2013",93,1,"2013-06-22",2013,24,-66.34576667,43.9975,1,"Miracle gear with teeth",-47.35044479,9.5
"2500","BI2013.94",2454,"BI2013",94,5,"2013-06-22",2013,24,-66.33004167,43.97533333,1,"Miracle gear with teeth",-35.0793457,10
"2501","BI2013.95",2455,"BI2013",95,1,"2013-06-22",2013,24,-66.35269167,43.93751667,1,"Miracle gear with teeth",-63.31566238,9.7
"2502","BI2013.97",2456,"BI2013",97,1,"2013-06-22",2013,24,-66.37020833,43.906325,1,"Miracle gear with teeth",-54.05315781,9.5
"2503","BI2013.98",2457,"BI2013",98,1,"2013-06-22",2013,24,-66.46773333,43.825075,1,"Miracle gear with teeth",-70.41119385,8.8
"2504","BI2013.99",2458,"BI2013",99,5,"2013-06-22",2013,24,-66.46550833,43.78346667,1,"Miracle gear with teeth",-66.26790619,8.8
"2505","BI2014.1",2505,"BI2014",1,5,"2014-06-16",2014,23,-66.53800833,44.150175,1,"Miracle gear with teeth",-86.05493164,7.2
"2506","BI2014.10",2514,"BI2014",10,5,"2014-06-16",2014,23,-66.76104167,44.02931667,1,"Miracle gear with teeth",-126.1399994,6.9
"2507","BI2014.100",2604,"BI2014",100,1,"2014-06-22",2014,24,-66.28434167,43.98285,1,"Miracle gear with teeth",-25.85028839,9.1
"2508","BI2014.101",2605,"BI2014",101,1,"2014-06-22",2014,24,-66.28953333,43.95556667,1,"Miracle gear with teeth",-29.04481125,8.9
"2509","BI2014.102",2606,"BI2014",102,5,"2014-06-22",2014,24,-66.26875,43.94521667,1,"Miracle gear with teeth",-29.61527824,8.9
"2510","BI2014.103",2607,"BI2014",103,1,"2014-06-22",2014,24,-66.29894167,43.92311667,1,"Miracle gear with teeth",-34.56871796,8.8
"2511","BI2014.104",2608,"BI2014",104,1,"2014-06-22",2014,24,-66.30638333,43.90869167,1,"Miracle gear with teeth",-38.13059998,8.8
"2512","BI2014.105",2609,"BI2014",105,1,"2014-06-22",2014,24,-66.31905833,43.89589167,1,"Miracle gear with teeth",-44.32988358,8.8
"2513","BI2014.106",2610,"BI2014",106,1,"2014-06-22",2014,24,-66.34185,43.89563333,1,"Miracle gear with teeth",-49.83439255,8.6
"2514","BI2014.107",2611,"BI2014",107,1,"2014-06-22",2014,24,-66.38,43.882,1,"Miracle gear with teeth",-57.49296188,8.2
"2515","BI2014.108",2612,"BI2014",108,5,"2014-06-22",2014,24,-66.36991667,43.905725,1,"Miracle gear with teeth",-54.98115158,8.1
"2516","BI2014.109",2613,"BI2014",109,1,"2014-06-22",2014,24,-66.36475833,43.93695,1,"Miracle gear with teeth",-62.6717453,8.1
"2517","BI2014.11",2515,"BI2014",11,1,"2014-06-16",2014,23,-66.77504167,44.00995,1,"Miracle gear with teeth",-123.3199997,6.9
"2518","BI2014.110",2614,"BI2014",110,5,"2014-06-22",2014,24,-66.35224167,43.93695833,1,"Miracle gear with teeth",-61.65485001,8.1
"2519","BI2014.111",2615,"BI2014",111,1,"2014-06-22",2014,24,-66.35950833,43.95145833,1,"Miracle gear with teeth",-60.60394287,8.1
"2520","BI2014.112",2616,"BI2014",112,5,"2014-06-22",2014,24,-66.334175,43.96823333,1,"Miracle gear with teeth",-42.34082794,8.3
"2521","BI2014.113",2617,"BI2014",113,1,"2014-06-22",2014,24,-66.35880833,43.98305833,1,"Miracle gear with teeth",-58.89173508,8.1
"2522","BI2014.114",2618,"BI2014",114,1,"2014-06-22",2014,24,-66.40105833,43.97278333,1,"Miracle gear with teeth",-65.64196014,7.7
"2523","BI2014.115",2619,"BI2014",115,1,"2014-06-22",2014,24,-66.42179167,43.96489167,1,"Miracle gear with teeth",-67.27889252,7.6
"2524","BI2014.116",2620,"BI2014",116,1,"2014-06-22",2014,24,-66.37525,43.99659167,1,"Miracle gear with teeth",-60.56077957,8.1
"2525","BI2014.117",2621,"BI2014",117,1,"2014-06-22",2014,22,-66.29455,44.2226,1,"Miracle gear with teeth",-33.77232742,8.7
"2526","BI2014.118",2622,"BI2014",118,5,"2014-06-23",2014,22,-66.12011667,44.37365,1,"Miracle gear with teeth",-19.6143589,9.5
"2527","BI2014.119",2623,"BI2014",119,1,"2014-06-23",2014,22,-66.08880833,44.41930833,1,"Miracle gear with teeth",-16.83215713,9.3
"2528","BI2014.12",2516,"BI2014",12,1,"2014-06-17",2014,24,-66.75800833,43.96765833,1,"Miracle gear with teeth",-96.94410706,6.9
"2529","BI2014.120",2624,"BI2014",120,1,"2014-06-23",2014,22,-66.043825,44.43209167,1,"Miracle gear with teeth",-8.344292641,10.4
"2530","BI2014.121",2625,"BI2014",121,1,"2014-06-23",2014,22,-65.99774167,44.47843333,1,"Miracle gear with teeth",-11.99582386,10.6
"2531","BI2014.122",2626,"BI2014",122,1,"2014-06-23",2014,22,-65.99833333,44.49099167,1,"Miracle gear with teeth",-14.63930893,10.7
"2532","BI2014.123",2627,"BI2014",123,5,"2014-06-23",2014,22,-66.07275,44.46523333,1,"Miracle gear with teeth",-13.77476215,10.5
"2533","BI2014.124",2628,"BI2014",124,5,"2014-06-23",2014,22,-66.15438333,44.41615833,1,"Miracle gear with teeth",-17,9.6
"2534","BI2014.125",2629,"BI2014",125,1,"2014-06-23",2014,22,-66.15159167,44.38470833,1,"Miracle gear with teeth",-30.64240646,9.3
"2535","BI2014.126",2630,"BI2014",126,1,"2014-06-23",2014,22,-66.16574167,44.37334167,1,"Miracle gear with teeth",-26.28529739,9.2
"2536","BI2014.127",2631,"BI2014",127,5,"2014-06-23",2014,22,-66.18288333,44.35911667,1,"Miracle gear with teeth",-27.47696877,9.1
"2537","BI2014.128",2632,"BI2014",128,1,"2014-06-23",2014,22,-66.21668333,44.3276,1,"Miracle gear with teeth",-33.54742432,8.9
"2538","BI2014.129",2633,"BI2014",129,5,"2014-06-23",2014,22,-66.17100833,44.309,1,"Miracle gear with teeth",-16.16157341,9.4
"2539","BI2014.13",2517,"BI2014",13,1,"2014-06-17",2014,24,-66.70189167,43.91474167,1,"Miracle gear with teeth",-127.5599976,7
"2540","BI2014.130",2634,"BI2014",130,1,"2014-06-23",2014,22,-66.167025,44.29390833,1,"Miracle gear with teeth",-21.0495491,9.8
"2541","BI2014.131",2635,"BI2014",131,1,"2014-06-23",2014,22,-66.18403333,44.2945,1,"Miracle gear with teeth",-25.04834175,9.3
"2542","BI2014.132",2636,"BI2014",132,1,"2014-06-23",2014,22,-66.2021,44.28788333,1,"Miracle gear with teeth",-27.29293823,9.1
"2543","BI2014.133",2637,"BI2014",133,1,"2014-06-23",2014,22,-66.21019167,44.266225,1,"Miracle gear with teeth",-26.88528061,9.1
"2544","BI2014.134",2638,"BI2014",134,1,"2014-06-23",2014,22,-66.184475,44.25773333,1,"Miracle gear with teeth",-20.96803093,9.7
"2545","BI2014.135",2639,"BI2014",135,1,"2014-06-23",2014,22,-66.20916667,44.21745,1,"Miracle gear with teeth",-22.45159531,9.4
"2546","BI2014.14",2518,"BI2014",14,1,"2014-06-17",2014,24,-66.76090833,43.86685,1,"Miracle gear with teeth",-111.0550919,7
"2547","BI2014.15",2519,"BI2014",15,1,"2014-06-17",2014,24,-66.76935833,43.80429167,1,"Miracle gear with teeth",-120.3811493,7
"2548","BI2014.16",2520,"BI2014",16,1,"2014-06-17",2014,24,-66.7167,43.83113333,1,"Miracle gear with teeth",-104.1378021,7
"2549","BI2014.17",2521,"BI2014",17,5,"2014-06-17",2014,24,-66.70545,43.84860833,1,"Miracle gear with teeth",-96.98934174,7
"2550","BI2014.18",2522,"BI2014",18,1,"2014-06-17",2014,24,-66.63035,43.863725,1,"Miracle gear with teeth",-82.84010315,7.1
"2551","BI2014.19",2523,"BI2014",19,5,"2014-06-17",2014,24,-66.59011667,43.912525,1,"Miracle gear with teeth",-75.52432251,7.1
"2552","BI2014.2",2506,"BI2014",2,1,"2014-06-16",2014,23,-66.56695,44.162675,1,"Miracle gear with teeth",-84.25,7.2
"2553","BI2014.20",2524,"BI2014",20,1,"2014-06-17",2014,24,-66.63250833,43.92110833,1,"Miracle gear with teeth",-89.28707886,7.1
"2554","BI2014.21",2525,"BI2014",21,1,"2014-06-17",2014,24,-66.63495833,43.93013333,1,"Miracle gear with teeth",-95.84622192,7.1
"2555","BI2014.22",2526,"BI2014",22,1,"2014-06-17",2014,24,-66.60040833,43.953325,1,"Miracle gear with teeth",-94.5174942,7
"2556","BI2014.23",2527,"BI2014",23,1,"2014-06-17",2014,24,-66.65909167,43.94601667,1,"Miracle gear with teeth",-117.3148193,7
"2557","BI2014.24",2528,"BI2014",24,1,"2014-06-17",2014,24,-66.66636667,43.962975,1,"Miracle gear with teeth",-100.5688324,7
"2558","BI2014.25",2529,"BI2014",25,5,"2014-06-17",2014,23,-66.67476667,44.03431667,1,"Miracle gear with teeth",-94.95445251,7.1
"2559","BI2014.26",2530,"BI2014",26,5,"2014-06-17",2014,23,-66.60093333,44.011575,1,"Miracle gear with teeth",-141.5408783,7.1
"2560","BI2014.27",2531,"BI2014",27,1,"2014-06-17",2014,23,-66.56598333,44.05825,1,"Miracle gear with teeth",-135.8876038,7.1
"2561","BI2014.28",2532,"BI2014",28,1,"2014-06-17",2014,23,-66.5365,44.05684167,1,"Miracle gear with teeth",-95.67901611,7.1
"2562","BI2014.29",2533,"BI2014",29,1,"2014-06-17",2014,24,-66.53099167,43.9486,1,"Miracle gear with teeth",-84.90185547,7.2
"2563","BI2014.3",2507,"BI2014",3,1,"2014-06-16",2014,23,-66.60600833,44.20685,1,"Miracle gear with teeth",-54.63999939,7.2
"2564","BI2014.30",2534,"BI2014",30,1,"2014-06-17",2014,24,-66.55405833,43.9248,1,"Miracle gear with teeth",-106.5551224,7.1
"2565","BI2014.31",2535,"BI2014",31,1,"2014-06-17",2014,24,-66.55953333,43.90845,1,"Miracle gear with teeth",-94.77783966,7.2
"2566","BI2014.32",2536,"BI2014",32,1,"2014-06-19",2014,22,-66.225175,44.097525,1,"Miracle gear with teeth",-20.20217514,9.6
"2567","BI2014.33",2537,"BI2014",33,5,"2014-06-19",2014,23,-66.2799,44.10088333,1,"Miracle gear with teeth",-33.74341202,8.7
"2568","BI2014.34",2538,"BI2014",34,5,"2014-06-19",2014,23,-66.30285833,44.09835833,1,"Miracle gear with teeth",-43.54006577,8.3
"2569","BI2014.35",2539,"BI2014",35,5,"2014-06-19",2014,23,-66.30633333,44.08563333,1,"Miracle gear with teeth",-41.80736542,8.3
"2570","BI2014.36",2540,"BI2014",36,1,"2014-06-19",2014,23,-66.34338333,44.07978333,1,"Miracle gear with teeth",-59.19779587,8
"2571","BI2014.37",2541,"BI2014",37,1,"2014-06-19",2014,23,-66.30583333,44.06650833,1,"Miracle gear with teeth",-41.18492126,8.2
"2572","BI2014.38",2542,"BI2014",38,1,"2014-06-19",2014,23,-66.30893333,44.0478,1,"Miracle gear with teeth",-35.88332367,8.2
"2573","BI2014.39",2543,"BI2014",39,5,"2014-06-19",2014,23,-66.2993,44.04549167,1,"Miracle gear with teeth",-32.72718048,8.3
"2574","BI2014.4",2508,"BI2014",4,1,"2014-06-16",2014,23,-66.69576667,44.14349167,1,"Miracle gear with teeth",-72.63999939,7.1
"2575","BI2014.40",2544,"BI2014",40,1,"2014-06-19",2014,23,-66.25671667,44.01453333,1,"Miracle gear with teeth",-22.42383575,8.7
"2576","BI2014.41",2545,"BI2014",41,1,"2014-06-19",2014,23,-66.30044167,44.01656667,1,"Miracle gear with teeth",-24.52623749,8.4
"2577","BI2014.42",2546,"BI2014",42,1,"2014-06-19",2014,23,-66.33950833,44.01625833,1,"Miracle gear with teeth",-38.71647263,8.2
"2578","BI2014.43",2547,"BI2014",43,1,"2014-06-19",2014,23,-66.48419167,44.03398333,1,"Miracle gear with teeth",-103.607666,7.4
"2579","BI2014.44",2548,"BI2014",44,1,"2014-06-19",2014,23,-66.44210833,44.05775833,1,"Miracle gear with teeth",-57.95748138,7.5
"2580","BI2014.45",2549,"BI2014",45,1,"2014-06-19",2014,23,-66.49343333,44.091775,1,"Miracle gear with teeth",-62.03533554,7.8
"2581","BI2014.46",2550,"BI2014",46,1,"2014-06-19",2014,23,-66.46246667,44.10920833,1,"Miracle gear with teeth",-68.11074066,7.5
"2582","BI2014.47",2551,"BI2014",47,5,"2014-06-19",2014,23,-66.400925,44.15508333,1,"Miracle gear with teeth",-70.84083557,7.8
"2583","BI2014.48",2552,"BI2014",48,5,"2014-06-19",2014,23,-66.403425,44.18053333,1,"Miracle gear with teeth",-62.96327972,7.8
"2584","BI2014.49",2553,"BI2014",49,5,"2014-06-19",2014,23,-66.40280833,44.22096667,1,"Miracle gear with teeth",-25.99522591,8.4
"2585","BI2014.5",2509,"BI2014",5,1,"2014-06-16",2014,23,-66.66210833,44.12960833,1,"Miracle gear with teeth",-92.93000031,7.1
"2586","BI2014.50",2554,"BI2014",50,5,"2014-06-19",2014,23,-66.35296667,44.18405,1,"Miracle gear with teeth",-63.49041748,8.1
"2587","BI2014.51",2555,"BI2014",51,1,"2014-06-19",2014,23,-66.35131667,44.17663333,1,"Miracle gear with teeth",-58.02772522,8.1
"2588","BI2014.52",2556,"BI2014",52,1,"2014-06-19",2014,23,-66.35103333,44.150525,1,"Miracle gear with teeth",-57.56890106,8
"2589","BI2014.53",2557,"BI2014",53,1,"2014-06-19",2014,23,-66.33656667,44.12374167,1,"Miracle gear with teeth",-56.39602661,8.1
"2590","BI2014.54",2558,"BI2014",54,1,"2014-06-19",2014,23,-66.38965,44.1047,1,"Miracle gear with teeth",-63.49997711,7.8
"2591","BI2014.55",2559,"BI2014",55,1,"2014-06-20",2014,24,-66.55754167,43.87634167,1,"Miracle gear with teeth",-92.00648499,7.1
"2592","BI2014.56",2560,"BI2014",56,1,"2014-06-20",2014,24,-66.60253333,43.85950833,1,"Miracle gear with teeth",-100.2246704,7.1
"2593","BI2014.57",2561,"BI2014",57,1,"2014-06-20",2014,24,-66.628,43.84400833,1,"Miracle gear with teeth",-99.66468811,7.2
"2594","BI2014.58",2562,"BI2014",58,5,"2014-06-20",2014,24,-66.67024167,43.79125,1,"Miracle gear with teeth",-85.0256424,7.3
"2595","BI2014.59",2563,"BI2014",59,1,"2014-06-20",2014,24,-66.68460833,43.76325833,1,"Miracle gear with teeth",-74.92378998,7.3
"2596","BI2014.6",2510,"BI2014",6,5,"2014-06-16",2014,23,-66.62136667,44.08938333,1,"Miracle gear with teeth",-86.6845932,7.2
"2597","BI2014.60",2564,"BI2014",60,5,"2014-06-20",2014,24,-66.75486667,43.73505,1,"Miracle gear with teeth",-86.7075119,7.1
"2598","BI2014.61",2565,"BI2014",61,1,"2014-06-20",2014,24,-66.71744167,43.689375,1,"Miracle gear with teeth",-119.8647919,7.1
"2599","BI2014.62",2566,"BI2014",62,1,"2014-06-20",2014,24,-66.62138333,43.681375,1,"Miracle gear with teeth",-115.411499,7.2
"2600","BI2014.63",2567,"BI2014",63,1,"2014-06-20",2014,24,-66.64081667,43.706475,1,"Miracle gear with teeth",-91.45978546,7.3
"2601","BI2014.64",2568,"BI2014",64,1,"2014-06-20",2014,24,-66.635625,43.717475,1,"Miracle gear with teeth",-102.4932175,7.3
"2602","BI2014.65",2569,"BI2014",65,1,"2014-06-20",2014,24,-66.65505,43.74593333,1,"Miracle gear with teeth",-104.5265503,7.3
"2603","BI2014.66",2570,"BI2014",66,5,"2014-06-20",2014,24,-66.633525,43.7456,1,"Miracle gear with teeth",-98.22941589,7.2
"2604","BI2014.67",2571,"BI2014",67,1,"2014-06-20",2014,24,-66.62355,43.74850833,1,"Miracle gear with teeth",-115.2806549,7.2
"2605","BI2014.68",2572,"BI2014",68,5,"2014-06-20",2014,24,-66.68513333,43.77401667,1,"Miracle gear with teeth",-90.76578522,7.3
"2606","BI2014.69",2573,"BI2014",69,5,"2014-06-20",2014,24,-66.70875833,43.80939167,1,"Miracle gear with teeth",-100.5233612,7.2
"2607","BI2014.7",2511,"BI2014",7,1,"2014-06-16",2014,23,-66.68410833,44.096325,1,"Miracle gear with teeth",-95.84999847,7
"2608","BI2014.70",2574,"BI2014",70,5,"2014-06-20",2014,24,-66.62409167,43.77520833,1,"Miracle gear with teeth",-114.1571121,7.3
"2609","BI2014.71",2575,"BI2014",71,1,"2014-06-20",2014,24,-66.602325,43.79800833,1,"Miracle gear with teeth",-90.57906342,7.2
"2610","BI2014.72",2576,"BI2014",72,5,"2014-06-20",2014,24,-66.60454167,43.7615,1,"Miracle gear with teeth",-94.70711517,7.2
"2611","BI2014.73",2577,"BI2014",73,5,"2014-06-20",2014,24,-66.5584,43.77790833,1,"Miracle gear with teeth",-99.58959198,7
"2612","BI2014.74",2578,"BI2014",74,1,"2014-06-20",2014,24,-66.55439167,43.78283333,1,"Miracle gear with teeth",-98.14597321,7
"2613","BI2014.75",2579,"BI2014",75,1,"2014-06-21",2014,24,-66.480475,43.70453333,1,"Miracle gear with teeth",-83.72789764,7
"2614","BI2014.76",2580,"BI2014",76,1,"2014-06-21",2014,24,-66.33779167,43.80521667,1,"Miracle gear with teeth",-53.58712006,7.9
"2615","BI2014.77",2581,"BI2014",77,5,"2014-06-21",2014,24,-66.355275,43.81665833,1,"Miracle gear with teeth",-64.49343872,7.9
"2616","BI2014.78",2582,"BI2014",78,1,"2014-06-21",2014,24,-66.42660833,43.78806667,1,"Miracle gear with teeth",-66.00106049,7.5
"2617","BI2014.79",2583,"BI2014",79,1,"2014-06-21",2014,24,-66.38976667,43.7746,1,"Miracle gear with teeth",-62.4418335,7.4
"2618","BI2014.8",2512,"BI2014",8,5,"2014-06-16",2014,23,-66.73839167,44.119325,1,"Miracle gear with teeth",-80.5,7
"2619","BI2014.80",2584,"BI2014",80,1,"2014-06-21",2014,24,-66.36865833,43.773175,1,"Miracle gear with teeth",-61.50021744,7.5
"2620","BI2014.81",2585,"BI2014",81,1,"2014-06-21",2014,24,-66.408825,43.756275,1,"Miracle gear with teeth",-88.93406677,7.4
"2621","BI2014.82",2586,"BI2014",82,1,"2014-06-21",2014,24,-66.38561667,43.72490833,1,"Miracle gear with teeth",-61.3739357,7.3
"2622","BI2014.83",2587,"BI2014",83,1,"2014-06-21",2014,24,-66.41118333,43.708125,1,"Miracle gear with teeth",-82.76219177,7.1
